x,y
24.447763442993164,-1.535180687904358
24.57920265197754,-1.4724267721176147
24.704130172729492,-1.4125927686691284
24.80070686340332,-1.366186499595642
24.935678482055664,-1.3008935451507568
25.071483612060547,-1.2348681688308716
25.172269821166992,-1.1857763528823853
25.32296371459961,-1.1119482517242432
25.465091705322266,-1.0420849323272705
25.59894561767578,-0.9759521484375
25.697294235229492,-0.9272216558456421
25.85076141357422,-0.8507177829742432
25.982738494873047,-0.7847216725349426
26.089111328125,-0.7312646508216858
26.228525161743164,-0.6609423756599426
26.369388580322266,-0.5893359184265137
26.51498031616211,-0.5147558450698853
26.622499465942383,-0.4595702886581421
26.7659912109375,-0.38535642623901367
26.893524169921875,-0.31892576813697815
26.982460021972656,-0.27220213413238525
27.106229782104492,-0.20637695491313934
27.22294807434082,-0.1432519555091858
27.35017967224121,-0.07365234196186066
27.44965362548828,-0.01901855506002903
27.573421478271484,0.05035156011581421
27.693265914916992,0.11879882216453552
27.77608871459961,0.1669628918170929
27.88741683959961,0.2329736202955246
28.00409698486328,0.30366697907447815
28.120893478393555,0.3754052519798279
28.20047378540039,0.4244482219219208
28.31599998474121,0.49628904461860657
28.420106887817383,0.5609765648841858
28.50153350830078,0.6115527153015137
28.583465576171875,0.662280261516571
28.713294982910156,0.7417089939117432
28.83940315246582,0.8186425566673279
28.926864624023438,0.8720946907997131
29.04364585876465,0.9436132311820984
29.165571212768555,1.0185253620147705
29.255849838256836,1.0741747617721558
29.376943588256836,1.1491259336471558
29.50629234313965,1.2294433116912842
29.62862205505371,1.3056836128234863
29.727689743041992,1.3674999475479126
29.86865234375,1.455629825592041
29.999168395996094,1.537451148033142
30.09592628479004,1.5980907678604126
30.22043800354004,1.675966739654541
30.341293334960938,1.7512450218200684
30.46585464477539,1.8286181688308716
30.557029724121094,1.8850244283676147
30.67323112487793,1.9565770626068115
30.755815505981445,2.0071094036102295
30.841136932373047,2.0590038299560547
30.956010818481445,2.128359317779541
31.070594787597656,2.196591854095459
31.157127380371094,2.247607469558716
31.28522300720215,2.322221517562866
31.36594581604004,2.3686277866363525
31.4737491607666,2.429438352584839
31.58757781982422,2.4920310974121094
31.672401428222656,2.5380516052246094
31.786855697631836,2.5997509956359863
31.8984375,2.658525228500366
32.00666427612305,2.714550733566284
32.09524917602539,2.7597899436950684
32.21566390991211,2.8201122283935547
32.342864990234375,2.883124828338623
32.4442024230957,2.9326024055480957
32.57284927368164,2.9947752952575684
32.69523239135742,3.0538084506988525
32.81734848022461,3.1124658584594727
32.91297912597656,3.158525228500366
33.033470153808594,3.2172508239746094
33.14932632446289,3.27422833442688
33.23236846923828,3.315248966217041
33.34828186035156,3.3731346130371094
33.46345520019531,3.431288957595825
33.5721321105957,3.4865331649780273
33.66217041015625,3.532656192779541
33.78736877441406,3.597407102584839
33.898494720458984,3.655097484588623
33.98386764526367,3.699472665786743
34.11130905151367,3.7651219367980957
34.210941314697266,3.8150830268859863
34.31292724609375,3.864570140838623
34.384605407714844,3.8987205028533936
34.479896545410156,3.9428906440734863
34.568260192871094,3.982783079147339
34.64434051513672,4.016250133514404
34.74070739746094,4.057231426239014
34.83936309814453,4.09768533706665
34.9400520324707,4.13748025894165
35.01811599731445,4.167514324188232
35.12565994262695,4.207284927368164
35.23440933227539,4.245786190032959
35.329349517822266,4.278124809265137
35.45793914794922,4.319472789764404
35.58403396606445,4.357666015625
35.6915168762207,4.388417720794678
35.762447357177734,4.407900333404541
35.86198043823242,4.433544635772705
35.96611404418945,4.458422660827637
36.04227828979492,4.475522518157959
36.133949279785156,4.494394302368164
36.22614669799805,4.511591911315918
36.29496383666992,4.523256778717041
36.38393783569336,4.536362171173096
36.466957092285156,4.546992301940918
36.53577423095703,4.554848670959473
36.64051055908203,4.564960956573486
36.74580383300781,4.573813438415527
36.84196853637695,4.580780982971191
36.91352081298828,4.585493087768555
37.01313018798828,4.591220378875732
37.11240768432617,4.596333026885986
37.18739700317383,4.599921703338623
37.29471206665039,4.604809284210205
37.404144287109375,4.609716892242432
37.51714324951172,4.614838600158691
37.61213302612305,4.619204044342041
37.72465133666992,4.624565124511719
37.84544372558594,4.630288124084473
37.93073654174805,4.634199142456055
38.06295394897461,4.639999866485596
38.199222564697266,4.645463943481445
38.32676315307617,4.650122165679932
38.422279357910156,4.653368949890137
38.559417724609375,4.657773494720459
38.69120407104492,4.661811351776123
38.791419982910156,4.664736270904541
38.93209457397461,4.668779373168945
39.097084045410156,4.673471450805664
39.25583267211914,4.678066253662109
39.3687629699707,4.681381702423096
39.4747200012207,4.6844482421875
39.61933898925781,4.688735485076904
39.73116683959961,4.692182540893555
39.8780517578125,4.697157859802246
40.01585388183594,4.702050685882568
40.17523956298828,4.707587718963623
40.28923416137695,4.711723327636719
40.444358825683594,4.717294692993164
40.59988784790039,4.723364353179932
40.71215057373047,4.727773189544678
40.847015380859375,4.733515739440918
40.971771240234375,4.738842487335205
41.10830307006836,4.745273113250732
41.19373321533203,4.749423503875732
41.315513610839844,4.75527811050415
41.42826461791992,4.761225700378418
41.510433197021484,4.76589822769165
41.62543487548828,4.772417068481445
41.7379150390625,4.778915882110596
41.85193634033203,4.785947322845459
41.94502258300781,4.791943073272705
42.076663970947266,4.799526214599609
42.20766067504883,4.807172775268555
42.29336166381836,4.812363147735596
42.412200927734375,4.819447994232178
42.530677795410156,4.826591491699219
42.65180969238281,4.834169864654541
42.743675231933594,4.840107440948486
42.87181091308594,4.848686218261719
43.001399993896484,4.857768535614014
43.08982849121094,4.864140510559082
43.224788665771484,4.874252796173096
43.35496520996094,4.884413719177246
43.50383377075195,4.89651346206665
43.61880111694336,4.906123161315918
43.787845611572266,4.920878887176514
43.9529914855957,4.935800552368164
44.07199478149414,4.946811199188232
44.23492431640625,4.962368011474609
44.40468215942383,4.979086875915527
44.5648193359375,4.995297908782959
44.670589447021484,5.006156921386719
44.84907531738281,5.024706840515137
45.017757415771484,5.04248046875
45.13173294067383,5.054482460021973
45.2366943359375,5.065443992614746
45.41310119628906,5.083730220794678
45.51836395263672,5.094657897949219
45.67357635498047,5.111162185668945
45.81375503540039,5.126230239868164
45.917503356933594,5.137451171875
46.05842971801758,5.15286111831665
46.19047164916992,5.167402267456055
46.28621292114258,5.178031921386719
46.446205139160156,5.196034908294678
46.54024887084961,5.206674575805664
46.67503356933594,5.222211837768555
46.77006149291992,5.233271598815918
46.86251449584961,5.244228363037109
46.98989486694336,5.259565353393555
47.11700439453125,5.275029182434082
47.21363830566406,5.286865234375
47.36760330200195,5.305917739868164
47.46611785888672,5.318246841430664
47.59590148925781,5.334863185882568
47.72832489013672,5.352162837982178
47.82600784301758,5.365073204040527
47.9754638671875,5.385307312011719
48.11800003051758,5.404951095581055
48.26006317138672,5.425127029418945
48.36774826049805,5.440610408782959
48.52706527709961,5.464457988739014
48.66981887817383,5.48635721206665
48.79123306274414,5.505273342132568
48.928646087646484,5.527368068695068
49.066898345947266,5.550019264221191
49.20675277709961,5.573100566864014
49.32902908325195,5.593427658081055
49.48017120361328,5.61929178237915
49.63163375854492,5.646054744720459
49.75444793701172,5.668447017669678
49.9005012512207,5.696293830871582
50.05368423461914,5.726532936096191
50.18781661987305,5.752788066864014
50.28523635864258,5.771928787231445
50.4263916015625,5.800112247467041
50.55179214477539,5.825644493103027
50.64569854736328,5.845102310180664
50.763675689697266,5.869721412658691
50.89219284057617,5.896870136260986
51.01384353637695,5.923242092132568
51.09697723388672,5.941518306732178
51.21164321899414,5.967133522033691
51.300941467285156,5.987675666809082
51.40068817138672,6.011650085449219
51.525081634521484,6.043007850646973
51.638587951660156,6.072397232055664
51.75518798828125,6.103193283081055
51.840492248535156,6.126225471496582
51.95563888549805,6.158491134643555
52.06726837158203,6.190766334533691
52.152259826660156,6.215844631195068
52.27444839477539,6.253252029418945
52.39435958862305,6.291249752044678
52.51455307006836,6.329906940460205
52.60619354248047,6.359399318695068
52.74568557739258,6.404238224029541
52.87342071533203,6.445981502532959
52.97328567504883,6.478964805603027
53.121429443359375,6.528857231140137
53.26570510864258,6.579160213470459
53.372806549072266,6.617534160614014
53.476810455322266,6.655942440032959
53.61651611328125,6.709716796875
53.70724105834961,6.745488166809082
53.83346939086914,6.796606063842773
53.95853042602539,6.84838342666626
54.054290771484375,6.888847351074219
54.19820785522461,6.951796531677246
54.297523498535156,6.996161937713623
54.445491790771484,7.064457893371582
54.56378173828125,7.120546817779541
54.64487838745117,7.159765243530273
54.7674560546875,7.220864295959473
54.89401626586914,7.286025047302246
55.00846862792969,7.346723556518555
55.09747314453125,7.395058631896973
55.20750427246094,7.456645488739014
55.3135871887207,7.517827033996582
55.39079284667969,7.563339710235596
55.49770736694336,7.628427505493164
55.60028839111328,7.693061351776123
55.6695556640625,7.737739086151123
55.73321533203125,7.779740810394287
55.818939208984375,7.838051795959473
55.87820816040039,7.87926721572876
55.95387268066406,7.9334716796875
56.02251434326172,7.984047889709473
56.07627487182617,8.024614334106445
56.16267013549805,8.092470169067383
56.21873474121094,8.137797355651855
56.29344177246094,8.200678825378418
56.36262893676758,8.261322975158691
56.4271125793457,8.320136070251465
56.49233627319336,8.382363319396973
56.54939651489258,8.438891410827637
56.60176086425781,8.492934226989746
56.652347564697266,8.547377586364746
56.70261001586914,8.603944778442383
56.75979995727539,8.671669960021973
56.79764175415039,8.718012809753418
56.84251403808594,8.774545669555664
56.88473892211914,8.829833984375
56.927181243896484,8.888066291809082
56.95806121826172,8.93203067779541
56.99852752685547,8.992353439331055
57.03577423095703,9.0498628616333
57.06877136230469,9.102099418640137
57.111000061035156,9.170702934265137
