-0.410301156,-0.309278737
-0.089664254,-0.296224883
0.230952813,-0.282689878
0.551560435,-0.268931569
0.872169546,-0.255208258
1.192787245,-0.241687224
1.513412309,-0.228341465
1.834038475,-0.215022200
2.154663300,-0.201670736
2.475284853,-0.188240921
2.795901413,-0.174692415
3.116511288,-0.160986707
3.437119680,-0.147246322
3.757723016,-0.133388383
4.078325962,-0.119521449
4.398927084,-0.105612408
4.719528298,-0.091705468
5.040130031,-0.077810514
5.360732085,-0.063922989
5.681337191,-0.050106063
6.001918866,-0.035838081
6.322230033,-0.016362521
6.642528329,0.003298686
6.962462462,0.028212377
7.282396594,0.053126068
7.602522395,0.075432598
7.922660303,0.097574436
8.243304615,0.109830900
8.564029274,0.120518949
8.884724454,0.111888825
9.205415000,0.100222000
9.523550454,0.058169957
9.839368171,0.002446131
10.152836493,-0.065959003
10.463821855,-0.145121152
10.773785365,-0.228185928
11.084793654,-0.307191036
11.397763818,-0.377769426
11.713044949,-0.437478443
12.028487456,-0.496405410
12.341089060,-0.568640326
12.646058429,-0.667967797
12.942044282,-0.791745982
13.230057572,-0.933244396
13.512997157,-1.084650249
13.794690524,-1.238360631
14.078470601,-1.388169233
14.362927093,-1.536705358
14.645975694,-1.687886758
14.928709497,-1.839671195
15.213947408,-1.986612036
15.504576258,-2.122378403
15.803011416,-2.239816832
16.109919853,-2.333046824
16.421827972,-2.408249403
16.735518251,-2.475889169
17.048425745,-2.547029331
17.357751225,-2.632241561
17.664773023,-2.725497629
17.971357318,-2.820250131
18.279150932,-2.910962636
18.591700648,-2.983703383
18.908666251,-3.031380758
19.228263111,-3.048293865
19.548602409,-3.034164741
19.866606159,-2.991128056
20.182066975,-2.932733535
20.496455432,-2.868460408
20.810534428,-2.802712117
21.126046415,-2.744139707
21.444096727,-2.701691547
21.763164709,-2.667455695
22.081092147,-2.624543910
22.394748828,-2.558017276
22.699667812,-2.459251031
22.996218273,-2.337250388
23.286370006,-2.200307168
23.572584146,-2.055190338
23.857429219,-1.907400535
24.144707756,-1.764410236
24.435025348,-1.627739321
24.727033628,-1.494665579
25.018957503,-1.361404032
25.309267488,-1.224679457
25.596401558,-1.081437177
25.879111165,-0.929680096
26.157942043,-0.770885094
26.434032439,-0.607338358
26.708682787,-0.441370187
26.983172916,-0.275138699
27.258685110,-0.110605849
27.535352401,0.051978746
27.812126357,0.214381697
28.088837304,0.376891980
28.365330996,0.539771552
28.641455281,0.703276345
28.917099105,0.867589488
29.192319817,1.032610538
29.467255233,1.198106775
29.742061906,1.363816856
30.016895455,1.529482319
30.291517019,1.695497154
30.565347460,1.862813693
30.838472226,2.031281246
31.112046273,2.199018487
31.387563519,2.363543842
31.666107184,2.522876599
31.948361214,2.675514165
32.233944741,2.821842628
32.521671821,2.963929250
32.810209848,3.104371847
33.098258819,3.245813414
33.382973098,3.393793370
33.664483166,3.547798636
33.945289837,3.703111619
34.228734113,3.853443454
34.517880023,3.992587446
