0.000015, 0.000083
0.201670, 0.000361
0.410708, 0.000386
0.683647, 0.000947
0.916699, 0.001118
1.187095, 0.001289
1.403452, 0.001514
1.665029, 0.001826
1.942417, 0.002227
2.246675, 0.002549
2.533726, 0.002803
2.830166, 0.003047
3.108706, 0.003267
3.370474, 0.003462
3.639595, 0.003633
3.885347, 0.003784
4.163095, 0.003955
4.424424, 0.004111
4.731308, 0.004307
5.050518, 0.004575
5.291563, 0.004897
5.530718, 0.005415
5.777700, 0.005947
6.035273, 0.006382
6.309102, 0.006787
6.562002, 0.007153
6.782739, 0.007451
7.051201, 0.007817
7.339536, 0.008198
7.555566, 0.008481
7.874067, 0.008979
8.164482, 0.009473
8.466221, 0.009990
8.846899, 0.010762
9.213550, 0.011582
9.565400, 0.012324
9.767309, 0.012690
10.130429, 0.013315
10.486430, 0.013911
10.690928, 0.014248
11.060317, 0.014834
11.392158, 0.015337
11.719775, 0.015801
11.935586, 0.016084
12.250312, 0.016484
12.558705, 0.016836
12.885010, 0.017207
13.198975, 0.021216
13.502587, 0.031416
13.793598, 0.047803
14.131083, 0.066514
14.435488, 0.077500
14.730722, 0.090830
15.003750, 0.109619
15.306191, 0.138853
15.584745, 0.173818
15.853935, 0.215898
16.108828, 0.263857
16.404160, 0.331035
16.681543, 0.406660
16.928436, 0.485283
17.153740, 0.567339
17.393036, 0.667285
17.648994, 0.790884
17.870399, 0.912642
18.077528, 1.040493
18.266727, 1.170054
18.460117, 1.319028
18.648945, 1.483613
18.810194, 1.633369
18.961395, 1.774351
19.198633, 1.990459
19.351885, 2.125303
19.586142, 2.338408
19.811298, 2.553975
20.043213, 2.768940
20.268173, 2.977597
20.462011, 3.169980
20.613388, 3.320303
20.801386, 3.506592
20.944853, 3.650122
21.130888, 3.847422
21.290997, 4.032280
21.461630, 4.251567
21.636866, 4.482046
21.820976, 4.707153
21.988779, 4.919375
22.112333, 5.090703
22.263359, 5.320893
22.389727, 5.538603
22.512520, 5.770454
22.643436, 6.001904
22.769081, 6.230073
22.890175, 6.484873
22.986885, 6.728081
23.063778, 6.964404
23.134296, 7.176372
23.212929, 7.400630
23.279648, 7.635410
23.329062, 7.861235
23.360107, 8.072368
23.378134, 8.349404
23.389589, 8.551337
23.413242, 8.796460
23.440702, 9.006948
23.461542, 9.239287
23.470760, 9.474893
23.467323, 9.700034
23.451435, 9.912876
23.422226, 10.129229
23.392118, 10.341699
23.350292, 10.551581
23.297031, 10.745820
23.211962, 10.976006
23.092831, 11.222143
22.989023, 11.434306
22.875488, 11.689028
22.782959, 11.914272
22.684326, 12.153564
22.589716, 12.379540
22.492695, 12.609961
22.393778, 12.844360
22.300751, 13.064668
22.207939, 13.278296
22.103769, 13.493017
21.994698, 13.693871
21.876513, 13.883808
21.754551, 14.057012
21.625858, 14.244297
21.479521, 14.464614
21.330448, 14.666352
21.159140, 14.871294
20.978153, 15.059555
20.799541, 15.228891
20.625526, 15.400835
20.478895, 15.556611
20.312147, 15.735107
20.129198, 15.918730
19.932608, 16.098007
19.757715, 16.258980
19.562334, 16.446177
19.375908, 16.611597
19.194696, 16.758583
19.001133, 16.899199
18.806406, 17.023149
18.608896, 17.130253
18.404112, 17.233671
18.179453, 17.355854
17.983915, 17.473192
17.801495, 17.575190
17.621407, 17.665083
17.368593, 17.772583
17.180264, 17.844683
16.948769, 17.945826
16.702353, 18.055855
16.446747, 18.154980
16.192396, 18.239101
15.957573, 18.302631
15.714062, 18.359087
15.463364, 18.425894
15.232045, 18.485556
15.003725, 18.531694
14.778110, 18.564384
14.539008, 18.583202
14.318994, 18.584150
14.097080, 18.566635
13.890971, 18.532352
13.696259, 18.485874
13.459595, 18.411030
13.270107, 18.345097
13.032144, 18.264692
12.771680, 18.182045
12.495942, 18.103300
12.246440, 18.029613
11.979672, 17.946499
11.726035, 17.865873
11.492563, 17.791185
11.296865, 17.728441
11.048276, 17.645596
10.780532, 17.544769
10.516220, 17.438091
10.259331, 17.344204
10.005337, 17.245155
9.765483, 17.139526
9.543696, 17.028246
9.356001, 16.921656
9.129931, 16.772123
8.942431, 16.625420
8.772124, 16.466797
8.629931, 16.316685
8.473174, 16.151352
8.319912, 15.996875
8.161016, 15.847617
7.983813, 15.682412
7.781040, 15.488681
7.562251, 15.273710
7.418442, 15.128759
7.278642, 14.981172
7.129697, 14.814360
6.977456, 14.631855
6.846231, 14.461626
6.689985, 14.238726
6.580796, 14.064785
6.438677, 13.806201
6.312861, 13.543964
6.201206, 13.313843
6.115356, 13.125590
6.018501, 12.872988
5.942031, 12.618853
5.887861, 12.373432
5.843642, 12.124501
5.796313, 11.882260
5.743345, 11.652900
5.687744, 11.420141
5.633018, 11.132524
5.592017, 10.887793
5.545820, 10.650957
5.503574, 10.432324
5.460210, 10.207847
5.417197, 9.971484
